date	location	variant	sequences
2021-12-19	Australia	Delta	138
2021-12-20	Australia	Delta	161
2021-12-21	Australia	Delta	258
2021-12-22	Australia	Delta	200
2021-12-23	Australia	Delta	185
2021-12-24	Australia	Delta	124
2021-12-25	Australia	Delta	112
2021-12-26	Australia	Delta	73
2021-12-27	Australia	Delta	69
2021-12-28	Australia	Delta	78
2021-12-29	Australia	Delta	44
2021-12-30	Australia	Delta	49
2021-12-31	Australia	Delta	27
2022-01-01	Australia	Delta	32
2022-01-02	Australia	Delta	32
2022-01-03	Australia	Delta	31
2022-01-04	Australia	Delta	32
2022-01-05	Australia	Delta	20
2022-01-06	Australia	Delta	13
2022-01-07	Australia	Delta	16
2022-01-08	Australia	Delta	16
2022-01-09	Australia	Delta	24
2022-01-10	Australia	Delta	16
2022-01-11	Australia	Delta	25
2022-01-12	Australia	Delta	10
2022-01-13	Australia	Delta	12
2022-01-14	Australia	Delta	11
2022-01-15	Australia	Delta	9
2022-01-16	Australia	Delta	3
2022-01-17	Australia	Delta	10
2022-01-18	Australia	Delta	4
2022-01-19	Australia	Delta	6
2022-01-20	Australia	Delta	5
2022-01-21	Australia	Delta	5
2022-01-22	Australia	Delta	1
2022-01-23	Australia	Delta	1
2022-01-24	Australia	Delta	2
2022-01-25	Australia	Delta	1
2022-01-26	Australia	Delta	4
2022-01-27	Australia	Delta	1
2022-01-28	Australia	Delta	1
2022-01-30	Australia	Delta	2
2022-01-31	Australia	Delta	1
2022-02-01	Australia	Delta	1
2022-02-02	Australia	Delta	1
2022-02-05	Australia	Delta	1
2022-02-13	Australia	Delta	1
2022-02-15	Australia	Delta	1
2022-03-07	Australia	Delta	1
2021-12-19	Australia	Omicron 21K	143
2021-12-20	Australia	Omicron 21K	155
2021-12-21	Australia	Omicron 21K	401
2021-12-22	Australia	Omicron 21K	520
2021-12-23	Australia	Omicron 21K	506
2021-12-24	Australia	Omicron 21K	415
2021-12-25	Australia	Omicron 21K	423
2021-12-26	Australia	Omicron 21K	508
2021-12-27	Australia	Omicron 21K	350
2021-12-28	Australia	Omicron 21K	494
2021-12-29	Australia	Omicron 21K	489
2021-12-30	Australia	Omicron 21K	559
2021-12-31	Australia	Omicron 21K	340
2022-01-01	Australia	Omicron 21K	363
2022-01-02	Australia	Omicron 21K	346
2022-01-03	Australia	Omicron 21K	610
2022-01-04	Australia	Omicron 21K	982
2022-01-05	Australia	Omicron 21K	420
2022-01-06	Australia	Omicron 21K	446
2022-01-07	Australia	Omicron 21K	369
2022-01-08	Australia	Omicron 21K	294
2022-01-09	Australia	Omicron 21K	433
2022-01-10	Australia	Omicron 21K	343
2022-01-11	Australia	Omicron 21K	592
2022-01-12	Australia	Omicron 21K	419
2022-01-13	Australia	Omicron 21K	332
2022-01-14	Australia	Omicron 21K	289
2022-01-15	Australia	Omicron 21K	393
2022-01-16	Australia	Omicron 21K	253
2022-01-17	Australia	Omicron 21K	453
2022-01-18	Australia	Omicron 21K	415
2022-01-19	Australia	Omicron 21K	273
2022-01-20	Australia	Omicron 21K	252
2022-01-21	Australia	Omicron 21K	233
2022-01-22	Australia	Omicron 21K	182
2022-01-23	Australia	Omicron 21K	252
2022-01-24	Australia	Omicron 21K	266
2022-01-25	Australia	Omicron 21K	227
2022-01-26	Australia	Omicron 21K	154
2022-01-27	Australia	Omicron 21K	266
2022-01-28	Australia	Omicron 21K	293
2022-01-29	Australia	Omicron 21K	277
2022-01-30	Australia	Omicron 21K	315
2022-01-31	Australia	Omicron 21K	222
2022-02-01	Australia	Omicron 21K	277
2022-02-02	Australia	Omicron 21K	217
2022-02-03	Australia	Omicron 21K	233
2022-02-04	Australia	Omicron 21K	246
2022-02-05	Australia	Omicron 21K	242
2022-02-06	Australia	Omicron 21K	373
2022-02-07	Australia	Omicron 21K	379
2022-02-08	Australia	Omicron 21K	496
2022-02-09	Australia	Omicron 21K	452
2022-02-10	Australia	Omicron 21K	395
2022-02-11	Australia	Omicron 21K	253
2022-02-12	Australia	Omicron 21K	164
2022-02-13	Australia	Omicron 21K	170
2022-02-14	Australia	Omicron 21K	304
2022-02-15	Australia	Omicron 21K	196
2022-02-16	Australia	Omicron 21K	151
2022-02-17	Australia	Omicron 21K	178
2022-02-18	Australia	Omicron 21K	130
2022-02-19	Australia	Omicron 21K	109
2022-02-20	Australia	Omicron 21K	131
2022-02-21	Australia	Omicron 21K	207
2022-02-22	Australia	Omicron 21K	158
2022-02-23	Australia	Omicron 21K	169
2022-02-24	Australia	Omicron 21K	209
2022-02-25	Australia	Omicron 21K	141
2022-02-26	Australia	Omicron 21K	123
2022-02-27	Australia	Omicron 21K	102
2022-02-28	Australia	Omicron 21K	159
2022-03-01	Australia	Omicron 21K	111
2022-03-02	Australia	Omicron 21K	192
2022-03-03	Australia	Omicron 21K	142
2022-03-04	Australia	Omicron 21K	100
2022-03-05	Australia	Omicron 21K	54
2022-03-06	Australia	Omicron 21K	74
2022-03-07	Australia	Omicron 21K	92
2022-03-08	Australia	Omicron 21K	59
2022-03-09	Australia	Omicron 21K	98
2022-03-10	Australia	Omicron 21K	83
2022-03-11	Australia	Omicron 21K	41
2022-03-12	Australia	Omicron 21K	26
2022-03-13	Australia	Omicron 21K	24
2022-03-14	Australia	Omicron 21K	61
2022-03-15	Australia	Omicron 21K	39
2022-03-16	Australia	Omicron 21K	32
2022-03-17	Australia	Omicron 21K	28
2022-03-18	Australia	Omicron 21K	9
2021-12-21	Australia	Omicron 21L	2
2021-12-28	Australia	Omicron 21L	2
2021-12-31	Australia	Omicron 21L	2
2022-01-03	Australia	Omicron 21L	1
2022-01-04	Australia	Omicron 21L	5
2022-01-05	Australia	Omicron 21L	2
2022-01-07	Australia	Omicron 21L	1
2022-01-08	Australia	Omicron 21L	1
2022-01-09	Australia	Omicron 21L	2
2022-01-10	Australia	Omicron 21L	3
2022-01-11	Australia	Omicron 21L	10
2022-01-12	Australia	Omicron 21L	3
2022-01-13	Australia	Omicron 21L	9
